Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Virgin Islands (U.S.),VIR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.007
Virgin Islands (U.S.),VIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.21715147
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6163.248978
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.662
West Bank and Gaza,PSE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.3
West Bank and Gaza,PSE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.13648029
West Bank and Gaza,PSE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,92.75474214
West Bank and Gaza,PSE,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,87.51795882
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.6469
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.42
West Bank and Gaza,PSE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.59614232
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.952
"Yemen, Rep.",YEM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35.7
"Yemen, Rep.",YEM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
"Yemen, Rep.",YEM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Yemen, Rep.",YEM,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,76
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.363
"Yemen, Rep.",YEM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.32263103
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3840.724505
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.279
Zambia,ZMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,32.2
Zambia,ZMB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Zambia,ZMB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Zambia,ZMB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,15
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.8
Zambia,ZMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.995
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.59885112
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5395.856298
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.36
Zimbabwe,ZWE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,42.2
Zimbabwe,ZWE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Zimbabwe,ZWE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Zimbabwe,ZWE,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.8861
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.1
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.087
Zimbabwe,ZWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.70552072
Africa Eastern and Southern,AFE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4369.191056
Africa Eastern and Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.48701955
Africa Eastern and Southern,AFE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.67305853
Africa Eastern and Southern,AFE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,45.28162003
Africa Eastern and Southern,AFE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,42.91316986
Africa Eastern and Southern,AFE,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,47.63005829
Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.8
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.80125796
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.985202252
Africa Eastern and Southern,AFE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.36057811
Africa Western and Central,AFW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6220.122875
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.98781339
Africa Western and Central,AFW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,56.43032022
Africa Western and Central,AFW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,45.63729858
Africa Western and Central,AFW,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,44.93846893
Africa Western and Central,AFW,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,46.31417084
Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.5
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.68668297
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.658573181
Africa Western and Central,AFW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.68169411
Arab World,ARB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17956.13156
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8760956
Arab World,ARB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.76784385
Arab World,ARB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,69.45613861
Arab World,ARB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.37801361
Arab World,ARB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,70.49066925
Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.65451791
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.953570646
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.33393251
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28974.99655
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.83229211
Caribbean small states,CSS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.32497955
Caribbean small states,CSS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,84.88391876
Caribbean small states,CSS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,86.88432312
Caribbean small states,CSS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,82.94803619
Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.30642215
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.388552353
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.13144487
Central Europe and the Baltics,CEB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44764.1095
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.65229873
Central Europe and the Baltics,CEB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.92088972
Central Europe and the Baltics,CEB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.1211929
Central Europe and the Baltics,CEB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,99.98023224
Central Europe and the Baltics,CEB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,100.2549362
Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.98390654
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.59352403
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12293.34526
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.43045525
Early-demographic dividend,EAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.55167447
Early-demographic dividend,EAR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,77.21222687
Early-demographic dividend,EAR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,77.30458832
Early-demographic dividend,EAR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,77.12531281
Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.1575745
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.714150891
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.69692434
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23692.5596
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.67671671
East Asia & Pacific,EAS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.8
East Asia & Pacific,EAS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.27703094
East Asia & Pacific,EAS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,92.06202698
East Asia & Pacific,EAS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,90.57187653
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.4
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.21390593
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.089543316
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.68282444
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19926.10473
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.93254094
East Asia & Pacific (excluding high income),EAP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.50697445
East Asia & Pacific (excluding high income),EAP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.18830109
East Asia & Pacific (excluding high income),EAP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.02410126
East Asia & Pacific (excluding high income),EAP,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,89.44024658
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.6
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.02737209
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.223298385
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.85939686
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20149.68833
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.96103475
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.47612475
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.14128113
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,90.97741699
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,89.39347839
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.3
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.56874684
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.245548757
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.83018278
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60007.01448
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.62320256
Euro area,EMU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.029902302
Euro area,EMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,108.4422913
Euro area,EMU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,108.5418396
Euro area,EMU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,108.3483505
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.756300411
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.15445778
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47156.37546
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.83447872
Europe & Central Asia,ECS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.6
Europe & Central Asia,ECS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.3195038
Europe & Central Asia,ECS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,102.9491501
Europe & Central Asia,ECS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,103.669838
Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.9
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99773155
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.860040688
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.72926827
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25231.39244
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.57316842
Europe & Central Asia (excluding high income),ECA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.74943038
Europe & Central Asia (excluding high income),ECA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.51284027
Europe & Central Asia (excluding high income),ECA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,98.35140228
Europe & Central Asia (excluding high income),ECA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,100.6126404
Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,82
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99158755
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.811528248
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.16289393
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33016.05022
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.18836548
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.123749347
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.05310059
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.99852753
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,99.05151367
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.2
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99544276
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.681311195
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.91127833
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,57583.73327
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.71350563
European Union,EUU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.186832148
European Union,EUU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,107.6387405
European Union,EUU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,107.8355331
European Union,EUU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,107.4528275
European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.14902029
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.76596039
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5994.677531
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.70227157
Fragile and conflict affected situations,FCS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,48.51540599
Fragile and conflict affected situations,FCS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,47.25659943
Fragile and conflict affected situations,FCS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,44.58805847
Fragile and conflict affected situations,FCS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,49.8483696
Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.8
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.94587064
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.609176212
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.52641383
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3310.581126
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.84044586
Heavily indebted poor countries (HIPC),HPC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.01048471
Heavily indebted poor countries (HIPC),HPC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,41.90393829
Heavily indebted poor countries (HIPC),HPC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,39.27243042
Heavily indebted poor countries (HIPC),HPC,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,44.48783112
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.71712773
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.446642037
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.94724795
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,61070.33571
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.43097391
High income,HIC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.2
High income,HIC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.7411728
High income,HIC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.0968399
High income,HIC,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,103.4038162
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,91
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.97979975
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.503889867
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.90463089
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18303.90886
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.25126248
IBRD only,IBD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.75711685
IBRD only,IBD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,88.61695862
IBRD only,IBD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,88.88263702
IBRD only,IBD,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,88.37287903
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.4
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.96865746
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.601268914
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.7552338
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14706.21325
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.67758196
IDA & IBRD total,IBT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.1389107
IDA & IBRD total,IBT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,74.33542633
IDA & IBRD total,IBT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,73.74234772
IDA & IBRD total,IBT,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,74.89115906
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,63
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.96137964
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.423689009
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.81486439
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6994.242773
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.12886414
IDA blend,IDB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,50.99142549
IDA blend,IDB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,47.50664139
IDA blend,IDB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,45.82268906
IDA blend,IDB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,49.12292099
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,36.5
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.0721325
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.811322606
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.63301292
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4276.64654
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.36006053
IDA only,IDX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.53197676
IDA only,IDX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,49.18556976
IDA only,IDX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,47.95795822
IDA only,IDX,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,50.38460922
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,30.7
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.29013588
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.890880348
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.55113392
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5219.703455
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.88229029
IDA total,IDA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.15362808
IDA total,IDA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,48.48080826
IDA total,IDA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,47.1027298
IDA total,IDA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,49.8189888
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.8
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.15690433
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.862195674
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.77080126
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24486.23228
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.95432567
Late-demographic dividend,LTE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.743271681
Late-demographic dividend,LTE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.53373718
Late-demographic dividend,LTE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,94.36065674
